game_id,date,home_team,away_team,bet_type,bet_side,odds,line,bookmaker,model_prob,market_prob,edge,outcome,profit,stake
8d3418eef90a481a997f274ad5b93c8e,2025-12-06,Oklahoma City Thunder,Dallas Mavericks,spread,home,-105,-15.0,bovada,0.5750942675688002,0.5243194853872747,0.050774782181525535,win,95.23809523809524,100
8d6b4abe3aab876f8c65565e13ba3e88,2026-01-04,Brooklyn Nets,Denver Nuggets,spread,away,114,2.5,fanduel,0.5917143376115501,0.5278568546957264,0.06385748291582372,loss,-100.0,100
8d6d8735b8939d6cf23b1a98f7ef8740,2025-11-08,Orlando Magic,Boston Celtics,spread,home,-105,-3.5,bovada,0.6020084875049259,0.5242893856364368,0.07771910186848907,win,95.23809523809524,100
8dc9891348a0160cc12730e8cc27102e,2025-12-28,Portland Trail Blazers,Boston Celtics,spread,home,-101,6.0,lowvig,0.5621356390792459,0.5223749749129414,0.03976066416630453,loss,-100.0,100
8e49e10c4b0ba0109c73ca788ec28971,2025-11-16,Boston Celtics,Los Angeles Clippers,spread,home,-102,-5.5,draftkings,0.5680552321448564,0.5235628108200883,0.04449242132476816,loss,-100.0,100
9010f7d8f26d5880c63b67355800f997,2025-12-25,Golden State Warriors,Dallas Mavericks,spread,home,100,-8.5,draftkings,0.5645355533877475,0.5246075427348291,0.0399280106529184,loss,-100.0,100
9010f7d8f26d5880c63b67355800f997,2025-12-25,Golden State Warriors,Dallas Mavericks,spread,away,-101,8.0,lowvig,0.5708915701957875,0.525769206563551,0.04512236363223654,win,99.00990099009901,100
90a88a365e93cdd921d3c24d79d8a376,2025-11-16,Washington Wizards,Brooklyn Nets,spread,away,-102,2.5,betmgm,0.6153708411889177,0.522212118955859,0.09315872223305877,win,98.0392156862745,100
930e0687ebe1ad6186e1db0d88fe7f4a,2025-11-08,Denver Nuggets,Golden State Warriors,spread,home,100,-5.5,draftkings,0.5559480011957959,0.5238025928822926,0.03214540831350332,loss,-100.0,100
96b78e7dd26755609d08949297bfb101,2025-11-06,Indiana Pacers,Brooklyn Nets,spread,home,-101,-7.0,lowvig,0.5711207065161676,0.5207775697878156,0.050343136728352,win,99.00990099009901,100
99eadf1bba6ca10f585edb7d3c4a3e6c,2025-11-22,Orlando Magic,New York Knicks,spread,home,-105,1.0,bovada,0.615283427284786,0.5288017208286987,0.08648170645608733,loss,-100.0,100
9c98594183bc94c088762bdb7ee2aa30,2025-12-30,Charlotte Hornets,Milwaukee Bucks,spread,home,-101,3.0,lowvig,0.5902536486850994,0.5223921523835053,0.0678614963015941,loss,-100.0,100
9cafdf413bd8f5b8971a72a3e7452df6,2025-12-27,Indiana Pacers,Boston Celtics,spread,home,-110,8.5,fanduel,0.612952355232447,0.5278440851575066,0.08510827007494037,loss,-100.0,100
9d716f72748acc7e1841a6526baebf20,2025-12-14,Brooklyn Nets,Milwaukee Bucks,spread,home,-102,1.5,draftkings,0.5772002717872969,0.5232642398583041,0.05393603192899288,win,98.0392156862745,100
9dc4b5098ecd66f37fb8120b8d7b658d,2025-12-20,Atlanta Hawks,San Antonio Spurs,spread,home,-105,2.0,bovada,0.5932656260975073,0.523320373776442,0.0699452523210653,loss,-100.0,100
9e2229439904067904831257668485a4,2025-12-04,Atlanta Hawks,Los Angeles Clippers,spread,home,-105,-3.5,betmgm,0.6092082011628646,0.5242998362310769,0.08490836493178766,win,95.23809523809524,100
9fa62a430b5fc2df2af99523c36c201c,2025-12-21,Atlanta Hawks,Chicago Bulls,spread,home,-110,-5.0,fanatics,0.5854544712220707,0.5308532654995936,0.054601205722477175,win,90.9090909090909,100
a06a55ea3f9818bd67a44c118b03bb31,2025-11-29,Oklahoma City Thunder,Phoenix Suns,spread,home,-101,-15.5,lowvig,0.562777748263616,0.5191023424937419,0.043675405769874165,win,99.00990099009901,100
a3537572cc6b1309a5cabd761612a54d,2025-11-08,Brooklyn Nets,Detroit Pistons,spread,home,-105,10.5,bovada,0.5810537279168971,0.5265298709237186,0.05452385699317852,loss,-100.0,100
a365ef6ee881da6cbcbb41b19a203942,2025-12-13,Washington Wizards,Cleveland Cavaliers,spread,away,-106,-14.5,fanduel,0.571319166050787,0.5266746417216153,0.044644524329171764,loss,-100.0,100
a63b0286fa16c7c257217fe694835392,2025-12-19,Portland Trail Blazers,Sacramento Kings,spread,away,-105,8.5,draftkings,0.6444486989092382,0.5241663916210954,0.12028230728814282,loss,-100.0,100
a6422c3a56ec257e30b91638ef36a48e,2025-11-18,Detroit Pistons,Indiana Pacers,spread,home,-110,-10.5,fanatics,0.5664309055612937,0.5318545976197382,0.03457630794155553,win,90.9090909090909,100
a76401e257d96726afaa18aeaccf0751,2026-01-04,Cleveland Cavaliers,Detroit Pistons,spread,home,-104,-4.5,lowvig,0.5959305179350024,0.549516224106135,0.046414293828867415,win,96.15384615384615,100
a96eb37cc51deec2f9e98a274c081b4e,2025-12-03,Boston Celtics,New York Knicks,spread,away,100,-1.5,betmgm,0.565027686817243,0.5246212851296053,0.04040640168763776,win,100.0,100
ab89cda07f21ecec76a5b461174ec380,2025-11-15,Milwaukee Bucks,Charlotte Hornets,spread,home,-110,-10.0,fanduel,0.6317038074185733,0.5304635576830291,0.10124024973554424,loss,-100.0,100
ac0e9728d14d0db6b110a0e7eb050929,2025-11-22,Utah Jazz,Oklahoma City Thunder,spread,home,-105,16.0,bovada,0.578690922544851,0.5233282275578808,0.05536269498697022,win,95.23809523809524,100
acc8dfaa22df3823017412f5b8f16239,2025-12-29,Los Angeles Lakers,Sacramento Kings,spread,home,-108,-12.5,fanduel,0.557266600666576,0.5248005614394381,0.032466039227137866,loss,-100.0,100
aeb6990f23d3e646900b2ec784699724,2025-12-06,Orlando Magic,Miami Heat,spread,home,-110,-5.5,fanduel,0.5787295797446625,0.5250214350842588,0.053708144660403745,loss,-100.0,100
