date,home_team,away_team,bet_side,spread,adjusted_spread,actual_diff,won,pnl,bankroll,xgb_prob,mlp_prob,disagreement,year,confidence
2022-10-31,BKN,IND,home,-8.0,-8.5,7,False,-10.0,939.9800000000007,0.90909094,0.41743119266055045,0.491659743523379,2022,0.9090909361839294
2022-11-09,BKN,NYK,away,-3.5,-3.0,27,False,-10.0,929.9800000000007,0.42105263,0.2,0.22105263471603392,2022,0.5789473652839661
2022-11-27,BKN,POR,home,-8.0,-8.5,14,True,9.09,939.0700000000007,0.56701034,0.7285067873303167,0.16149644425551812,2022,0.5670103430747986
2022-12-02,BKN,TOR,home,-1.5,-2.0,9,True,9.09,948.1600000000008,0.6603774,0.33056172991557575,0.32981565331654095,2022,0.6603773832321167
2022-12-09,BKN,ATL,home,-7.0,-7.5,4,False,-10.0,938.1600000000008,0.80263156,0.6310344827586208,0.1715970742291416,2022,0.8026315569877625
2022-12-21,BKN,GSW,home,-10.5,-11.0,30,True,9.09,947.2500000000008,0.6583851,0.2938775510204081,0.3645075469600912,2022,0.6583850979804993
2023-01-02,BKN,SAS,home,-12.0,-12.5,36,True,9.09,956.3400000000008,0.999,0.8383838383838383,0.16061617449076493,2023,0.9990000128746033
2023-01-12,BKN,BOS,home,1.0,0.5,-11,False,-10.0,946.3400000000008,0.6583851,0.8686868686868687,0.21030177070636946,2023,0.6583850979804993
2023-01-15,BKN,OKC,home,-4.5,-5.0,-10,False,-10.0,936.3400000000008,0.9724771,0.41743119266055045,0.5550458857772547,2023,0.9724770784378052
2023-02-06,BKN,LAC,home,8.5,8.0,-8,False,-10.0,926.3400000000008,0.56701034,0.7285067873303167,0.16149644425551812,2023,0.5670103430747986
2023-02-07,BKN,PHX,home,6.5,6.0,-4,True,9.09,935.4300000000009,0.5769231,0.2938775510204081,0.28304552131769617,2023,0.5769230723381042
2023-02-15,BKN,MIA,away,-1.5,-1.0,11,False,-10.0,925.4300000000009,0.42105263,0.6310344827586208,0.2099818480425869,2023,0.5789473652839661
2023-03-05,BKN,CHA,home,-7.5,-8.0,16,True,9.09,934.5200000000009,0.5769231,0.8383838383838383,0.2614607660457341,2023,0.5769230723381042
2023-03-21,BKN,CLE,away,3.5,4.0,-6,True,9.09,943.6100000000009,0.22058824,0.41743119266055045,0.19684295561335502,2023,0.7794117629528046
2023-03-23,BKN,CLE,away,3.5,4.0,-2,False,-10.0,933.6100000000009,0.22058824,0.41743119266055045,0.19684295561335502,2023,0.7794117629528046
2023-03-29,BKN,HOU,home,-10.5,-11.0,9,False,-10.0,923.6100000000009,0.999,0.8458646616541353,0.15313535122046795,2023,0.9990000128746033
2023-04-07,BKN,ORL,home,-9.5,-10.0,17,True,9.09,932.700000000001,0.5769231,0.41743119266055045,0.1594918796775538,2023,0.5769230723381042
2023-10-25,BKN,CLE,home,1.5,1.0,-1,False,-10.0,922.700000000001,0.65909094,0.4777777777777778,0.18131315840615164,2023,0.6590909361839294
2023-11-25,BKN,MIA,home,-7.5,-8.0,15,True,9.09,931.790000000001,0.6583851,0.2938775510204081,0.3645075469600912,2023,0.6583850979804993
2023-11-26,BKN,CHI,home,-2.5,-3.0,9,True,9.09,940.880000000001,0.76404494,0.41743119266055045,0.3466137478110987,2023,0.7640449404716492
2023-11-30,BKN,CHA,home,-8.5,-9.0,-1,False,-10.0,930.880000000001,0.94520545,0.7285067873303167,0.2166986627276667,2023,0.9452054500579834
2023-12-02,BKN,ORL,home,-2.5,-3.0,28,True,9.09,939.970000000001,0.56701034,0.3387096774193548,0.22830066565544377,2023,0.5670103430747986
2023-12-08,BKN,WAS,home,-9.5,-10.0,27,True,9.09,949.0600000000011,0.999,0.8458646616541353,0.15313535122046795,2023,0.9990000128746033
2023-12-22,BKN,DEN,home,5.5,5.0,-5,False,-10.0,939.0600000000011,0.6583851,0.2938775510204081,0.3645075469600912,2023,0.6583850979804993
2024-01-05,BKN,OKC,away,4.5,5.0,9,False,-10.0,929.0600000000011,0.42105263,0.1590909090909091,0.2619617256251249,2024,0.5789473652839661
2024-01-27,BKN,HOU,away,-4.5,-4.0,2,True,9.09,938.1500000000011,0.2795699,0.5476190476190477,0.268049153543654,2024,0.7204301059246063
2024-01-31,BKN,PHX,away,3.5,4.0,-16,True,9.09,947.2400000000011,0.14285715,0.2938775510204081,0.15102040177705328,2024,0.8571428507566452
2024-02-10,BKN,SAS,home,-6.5,-7.0,20,True,9.09,956.3300000000012,0.6741573,0.8686868686868687,0.19452954723377425,2024,0.6741573214530945
2024-02-13,BKN,BOS,away,7.5,8.0,-8,False,-10.0,946.3300000000012,0.14285715,0.2938775510204081,0.15102040177705328,2024,0.8571428507566452
2024-02-29,BKN,ATL,away,-0.5,0.0,27,False,-10.0,936.3300000000012,0.42105263,0.20588235294117646,0.21517028177485747,2024,0.5789473652839661
2024-03-04,BKN,MEM,home,-9.5,-10.0,-4,False,-10.0,926.3300000000012,0.98571426,0.6310344827586208,0.3546797740048374,2024,0.9857142567634583
2024-04-06,BKN,DET,home,-10.5,-11.0,10,False,-10.0,916.3300000000012,0.999,0.2938775510204081,0.7051224618541951,2024,0.9990000128746033
2024-12-04,BKN,IND,away,2.5,3.0,9,False,-10.0,906.3300000000012,0.2795699,0.6310344827586208,0.35146458868322716,2024,0.7204301059246063
2025-02-20,BKN,CLE,away,12.5,13.0,-13,False,-10.0,896.3300000000012,0.2795699,0.058823529411764705,0.22074636466362896,2025,0.7204301059246063
2025-02-26,BKN,OKC,away,16.5,17.0,-8,False,-10.0,886.3300000000012,0.2795699,0.001,0.2785698940753937,2025,0.7204301059246063
2025-03-24,BKN,DAL,away,2.5,3.0,-19,True,9.09,895.4200000000012,0.08450704,0.2938775510204081,0.20937051034095328,2025,0.9154929593205452
2025-03-28,BKN,LAC,away,12.5,13.0,-32,True,9.09,904.5100000000012,0.4,0.001,0.3990000059604645,2025,0.5999999940395355
