date,home_team,away_team,bet_side,spread,adjusted_spread,actual_diff,won,pnl,bankroll,xgb_prob,mlp_prob,disagreement,year,confidence
2022-10-18,BOS,PHI,home,-3.0,-3.5,9,True,9.09,913.6000000000013,0.6583851,0.2938775510204081,0.3645075469600912,2022,0.6583850979804993
2022-10-28,BOS,CLE,home,-7.0,-7.5,-9,False,-10.0,903.6000000000013,0.80263156,0.6310344827586208,0.1715970742291416,2022,0.8026315569877625
2022-11-14,BOS,OKC,home,-12.0,-12.5,4,False,-10.0,893.6000000000013,0.76404494,0.5476190476190477,0.2164258928526015,2022,0.7640449404716492
2022-11-27,BOS,WAS,home,-8.0,-8.5,9,True,9.09,902.6900000000013,0.9724771,0.7732558139534884,0.19922126448431676,2022,0.9724770784378052
2022-12-27,BOS,HOU,home,-15.0,-15.5,24,True,9.09,911.7800000000013,0.98571426,0.6310344827586208,0.3546797740048374,2022,0.9857142567634583
2023-01-26,BOS,NYK,home,-8.5,-9.0,-3,False,-10.0,901.7800000000013,0.6583851,0.8686868686868687,0.21030177070636946,2023,0.6583850979804993
2023-02-08,BOS,PHI,home,-2.5,-3.0,7,True,9.09,910.8700000000014,0.6583851,0.41743119266055045,0.2409539053199488,2023,0.6583850979804993
2023-03-05,BOS,NYK,home,-6.5,-7.0,-2,False,-10.0,900.8700000000014,0.6583851,0.8686868686868687,0.21030177070636946,2023,0.6583850979804993
2023-04-15,BOS,ATL,home,-9.5,-10.0,13,True,9.09,909.9600000000014,0.999,0.8458646616541353,0.15313535122046795,2023,0.9990000128746033
2023-04-18,BOS,ATL,home,-10.5,-11.0,13,True,9.09,919.0500000000014,0.999,0.8458646616541353,0.15313535122046795,2023,0.9990000128746033
2023-04-25,BOS,ATL,home,-13.5,-14.0,-2,False,-10.0,909.0500000000014,0.9724771,0.7285067873303167,0.24397029110748847,2023,0.9724770784378052
2023-05-01,BOS,PHI,home,-10.5,-11.0,-4,False,-10.0,899.0500000000014,0.9724771,0.6310344827586208,0.34144259567918434,2023,0.9724770784378052
2023-05-03,BOS,PHI,home,-7.5,-8.0,34,True,9.09,908.1400000000015,0.8712871,0.46153846153846156,0.4097486459291898,2023,0.8712871074676514
2023-12-08,BOS,NYK,home,-7.5,-8.0,10,True,9.09,917.2300000000015,0.63926935,0.8195488721804511,0.18027952022122262,2023,0.6392693519592285
2024-01-19,BOS,DEN,home,-7.5,-8.0,-2,False,-10.0,907.2300000000015,0.63926935,0.8636363636363636,0.22436701167713513,2024,0.6392693519592285
2024-01-27,BOS,LAC,home,-6.5,-7.0,-19,False,-10.0,897.2300000000015,0.63926935,0.8823529411764706,0.24308358921724205,2024,0.6392693519592285
2024-03-14,BOS,PHX,home,-5.5,-6.0,15,True,9.09,906.3200000000015,0.63926935,0.8195488721804511,0.18027952022122262,2024,0.6392693519592285
2024-04-21,BOS,MIA,home,-14.5,-15.0,20,True,9.09,915.4100000000016,0.999,0.8104089219330854,0.18859109094151782,2024,0.9990000128746033
2024-06-06,BOS,DAL,home,-6.5,-7.0,18,True,9.09,924.5000000000016,0.96850395,0.8104089219330854,0.15809503009328174,2024,0.9685039520263672
2024-12-02,BOS,MIA,home,-9.5,-10.0,19,True,9.09,933.5900000000016,0.8150289,0.6004566210045662,0.21457228486396407,2024,0.8150289058685303
2025-04-02,BOS,MIA,home,-10.5,-11.0,-21,False,-10.0,923.5900000000016,0.96850395,0.744807121661721,0.22369683036464616,2025,0.9685039520263672
2022-11-05,CHA,BKN,away,3.5,4.0,-4,False,-10.0,913.5900000000016,0.1875,0.5263157894736842,0.3388157894736842,2022,0.8125
2023-01-02,CHA,LAL,away,-2.0,-1.5,-6,True,9.09,922.6800000000017,0.3576389,0.17073170731707318,0.186907188194554,2023,0.6423611044883728
2023-01-14,CHA,BOS,away,7.5,8.0,-16,True,9.09,931.7700000000017,0.001,0.17073170731707318,0.16973170726957573,2023,0.9989999999525025
2023-01-16,CHA,BOS,away,8.5,9.0,-12,True,9.09,940.8600000000017,0.001,0.17073170731707318,0.16973170726957573,2023,0.9989999999525025
2023-02-15,CHA,SAS,home,-5.5,-6.0,10,True,9.09,949.9500000000018,0.9519231,0.744807121661721,0.20711595067638322,2023,0.9519230723381042
2023-02-27,CHA,DET,home,-6.5,-7.0,11,True,9.09,959.0400000000018,0.9519231,0.744807121661721,0.20711595067638322,2023,0.9519230723381042
2023-03-14,CHA,CLE,away,5.5,6.0,-16,True,9.09,968.1300000000018,0.001,0.17073170731707318,0.16973170726957573,2023,0.9989999999525025
2023-11-18,CHA,NYK,away,6.5,7.0,-14,True,9.09,977.2200000000018,0.1875,0.3541666666666667,0.16666666666666669,2023,0.8125
2023-11-20,CHA,BOS,away,8.5,9.0,3,False,-10.0,967.2200000000018,0.001,0.17073170731707318,0.16973170726957573,2023,0.9989999999525025
2024-01-10,CHA,SAC,away,8.5,9.0,-25,True,9.09,976.3100000000019,0.32352942,0.17073170731707318,0.15279771496609942,2024,0.6764705777168274
2024-01-19,CHA,SAS,away,-4.5,-4.0,4,False,-10.0,966.3100000000019,0.24358974,0.4389763779527559,0.19538663398093126,2024,0.7564102560281754
2024-01-26,CHA,HOU,away,4.5,5.0,-34,True,9.09,975.4000000000019,0.1875,0.3541666666666667,0.16666666666666669,2024,0.8125
2024-04-03,CHA,POR,home,-1.5,-2.0,-3,False,-10.0,965.4000000000019,0.8150289,0.6004566210045662,0.21457228486396407,2024,0.8150289058685303
2024-10-30,CHA,TOR,home,-6.5,-7.0,5,False,-10.0,955.4000000000019,0.8567839,0.6004566210045662,0.2563273054824028,2024,0.856783926486969
2024-11-01,CHA,BOS,away,10.5,11.0,-15,True,9.09,964.4900000000019,0.10638298,0.3657142857142857,0.2593313047715596,2024,0.8936170190572739
2024-11-25,CHA,ORL,away,4.5,5.0,-11,True,9.09,973.580000000002,0.3576389,0.17073170731707318,0.186907188194554,2024,0.6423611044883728
2024-11-29,CHA,NYK,away,12.5,13.0,-1,False,-10.0,963.580000000002,0.10638298,0.3333333333333333,0.22695035239060718,2024,0.8936170190572739
2024-12-23,CHA,HOU,away,6.5,7.0,-13,True,9.09,972.670000000002,0.36756757,0.11510791366906475,0.2524596553483455,2024,0.6324324309825897
2025-01-07,CHA,PHX,away,4.5,5.0,11,False,-10.0,962.670000000002,0.32352942,0.1724137931034483,0.15111562917972432,2025,0.6764705777168274
2025-01-20,CHA,DAL,away,3.5,4.0,5,False,-10.0,952.670000000002,0.10638298,0.2564102564102564,0.15002727546753025,2025,0.8936170190572739
2025-01-25,CHA,NOP,away,2.5,3.0,31,False,-10.0,942.670000000002,0.32352942,0.6004566210045662,0.2769271987213936,2025,0.6764705777168274
2025-01-29,CHA,BKN,home,-1.5,-2.0,-21,False,-10.0,932.670000000002,0.9519231,0.75,0.20192307233810425,2025,0.9519230723381042
2025-02-03,CHA,WAS,home,-4.5,-5.0,-10,False,-10.0,922.670000000002,0.96850395,0.6004566210045662,0.368047331021801,2025,0.9685039520263672
2025-03-01,CHA,WAS,away,-3.5,-3.0,-13,True,9.09,931.760000000002,0.3576389,0.1724137931034483,0.1852251024081789,2025,0.6423611044883728
2025-03-03,CHA,GSW,away,12.5,13.0,-18,True,9.09,940.8500000000021,0.1875,0.001,0.1865,2025,0.8125
2025-03-05,CHA,MIN,away,9.5,10.0,-15,True,9.09,949.9400000000021,0.24358974,0.001,0.24258974397182465,2025,0.7564102560281754
2025-03-31,CHA,UTA,home,-4.5,-5.0,4,False,-10.0,939.9400000000021,0.58947366,0.8104089219330854,0.22093525717249585,2025,0.5894736647605896
2025-04-08,CHA,MEM,away,14.5,15.0,-24,True,9.09,949.0300000000021,0.2604167,0.08888888888888889,0.17152779764599269,2025,0.7395833134651184
2022-10-24,CHI,BOS,away,5.5,6.0,18,False,-10.0,939.0300000000021,0.3576389,0.6004566210045662,0.242817725492939,2022,0.6423611044883728
2022-11-02,CHI,CHA,home,-6.0,-6.5,18,True,9.09,948.1200000000022,0.63926935,0.8195488721804437,0.18027952022121518,2022,0.6392693519592285
2022-11-07,CHI,TOR,home,-2.0,-2.5,14,True,9.09,957.2100000000022,0.58947366,0.4389763779527559,0.1504972868078337,2022,0.5894736647605896
2022-12-07,CHI,WAS,home,-5.0,-5.5,4,False,-10.0,947.2100000000022,0.63926935,0.8104089219330854,0.17113956997385693,2022,0.6392693519592285
2022-12-26,CHI,HOU,home,-7.0,-7.5,-15,False,-10.0,937.2100000000022,0.6363636,0.8104089219330854,0.17404529640665722,2022,0.6363636255264282
2023-02-13,CHI,ORL,home,-4.5,-5.0,-9,False,-10.0,927.2100000000022,0.63926935,0.4666666666666667,0.17260268529256184,2023,0.6392693519592285
2023-03-05,CHI,IND,home,-5.5,-6.0,-3,False,-10.0,917.2100000000022,0.8567839,0.5263157894736842,0.3304681370132848,2023,0.856783926486969
2023-03-17,CHI,MIN,home,-2.5,-3.0,8,True,9.09,926.3000000000022,0.63926935,0.4666666666666667,0.17260268529256184,2023,0.6392693519592285
2023-12-20,CHI,LAL,away,3.5,4.0,16,False,-10.0,916.3000000000022,0.3576389,0.6004566210045662,0.242817725492939,2023,0.6423611044883728
2023-12-28,CHI,IND,home,-0.5,-1.0,-16,False,-10.0,906.3000000000022,0.63926935,0.3333333333333333,0.3059360186258952,2023,0.6392693519592285
2023-12-30,CHI,PHI,away,-0.5,0.0,13,False,-10.0,896.3000000000022,0.3576389,0.5227272727272727,0.1650883772156455,2023,0.6423611044883728
2024-01-10,CHI,HOU,home,-4.5,-5.0,5,False,-10.0,886.3000000000022,0.6363636,0.4389763779527559,0.19738724757367232,2024,0.6363636255264282
2024-01-30,CHI,TOR,home,-6.5,-7.0,-11,False,-10.0,876.3000000000022,0.63926935,0.4389763779527559,0.2002929740064726,2024,0.6392693519592285
2024-02-03,CHI,SAC,home,-1.5,-2.0,-8,False,-10.0,866.3000000000022,0.58947366,0.4389763779527559,0.1504972868078337,2024,0.5894736647605896
2024-02-06,CHI,MIN,away,4.5,5.0,6,False,-10.0,856.3000000000022,0.34020618,0.5227272727272727,0.18252109668471594,2024,0.6597938239574432
2024-11-04,CHI,UTA,home,-7.5,-8.0,-9,False,-10.0,846.3000000000022,0.9741379,0.7444794952681388,0.22965840699168782,2024,0.9741379022598267
2025-01-14,CHI,NOP,home,-1.5,-2.0,-6,False,-10.0,836.3000000000022,0.86259544,0.6115107913669063,0.251084647590308,2025,0.8625954389572144
2025-02-12,CHI,DET,away,6.5,7.0,-18,True,9.09,845.3900000000023,0.16753927,0.3492063492063492,0.18166708047427826,2025,0.8324607312679291
2025-02-22,CHI,PHX,away,5.5,6.0,-4,False,-10.0,835.3900000000023,0.0862069,0.272,0.18579310190677645,2025,0.9137931019067764
2025-04-04,CHI,POR,home,-6.5,-7.0,5,False,-10.0,825.3900000000023,0.86259544,0.6115107913669063,0.251084647590308,2025,0.8625954389572144
2025-04-09,CHI,MIA,away,1.5,2.0,8,False,-10.0,815.3900000000023,0.33466136,0.5591397849462366,0.22447842039087773,2025,0.6653386354446411
2022-11-18,CLE,CHA,home,-10.0,-10.5,10,False,-10.0,805.3900000000023,0.86259544,0.7019438444924406,0.16065159446477373,2022,0.8625954389572144
2022-11-23,CLE,POR,home,-7.5,-8.0,18,True,9.09,814.4800000000023,0.8636364,0.7019438444924406,0.16169252998113115,2022,0.8636363744735718
2022-12-02,CLE,ORL,home,-11.0,-11.5,11,False,-10.0,804.4800000000023,0.999,0.8009592326139089,0.19804078026069438,2022,0.9990000128746033
2023-03-26,CLE,HOU,home,-13.5,-14.0,17,True,9.09,813.5700000000023,0.999,0.8009592326139089,0.19804078026069438,2023,0.9990000128746033
2023-11-30,CLE,POR,home,-12.5,-13.0,-8,False,-10.0,803.5700000000023,0.8586956,0.7019438444924406,0.15675178176640947,2023,0.8586956262588501
2023-12-29,CLE,MIL,away,5.5,6.0,-8,True,9.09,812.6600000000024,0.4117647,0.6115107913669063,0.19974608022532003,2023,0.5882352888584137
2024-01-07,CLE,SAS,home,-10.5,-11.0,2,False,-10.0,802.6600000000024,0.999,0.8009592326139089,0.19804078026069438,2024,0.9990000128746033
2024-01-29,CLE,LAC,home,1.5,1.0,10,True,9.09,811.7500000000024,0.58128077,0.7647058823529411,0.18342511443530807,2024,0.5812807679176331
2024-02-12,CLE,PHI,home,-11.5,-12.0,-2,False,-10.0,801.7500000000024,0.62698406,0.8009592326139089,0.17397517280327046,2024,0.6269840598106384
2024-04-10,CLE,MEM,home,-19.5,-20.0,12,False,-10.0,791.7500000000024,0.7901235,0.4968553459119498,0.29326817636969693,2024,0.7901235222816467
2024-05-11,CLE,BOS,away,7.5,8.0,-13,True,9.09,800.8400000000024,0.17721519,0.3926174496644295,0.21540226092274556,2024,0.822784811258316
2024-05-13,CLE,BOS,away,11.5,12.0,-7,False,-10.0,790.8400000000024,0.03508772,0.3926174496644295,0.35752973010476,2024,0.9649122804403305
2024-10-25,CLE,DET,home,-10.5,-11.0,12,True,9.09,799.9300000000025,0.8636364,0.6115107913669063,0.25212558310666544,2024,0.8636363744735718
2024-11-24,CLE,TOR,home,-11.5,-12.0,14,True,9.09,809.0200000000025,0.98717946,0.8247422680412371,0.16243719010008983,2024,0.9871794581413269
2024-12-20,CLE,MIL,home,-8.5,-9.0,23,True,9.09,818.1100000000025,0.58128077,0.8247422680412371,0.243461500123604,2024,0.5812807679176331
2025-02-04,CLE,BOS,home,-1.5,-2.0,-7,False,-10.0,808.1100000000025,0.62698406,0.8247422680412371,0.19775820823059864,2025,0.6269840598106384
2025-04-06,CLE,SAC,home,-9.5,-10.0,-7,False,-10.0,798.1100000000025,0.86259544,0.7019438444924406,0.16065159446477373,2025,0.8625954389572144
2025-05-04,CLE,IND,home,-8.5,-9.0,-9,False,-10.0,788.1100000000025,0.6376812,0.8247422680412371,0.18706108184204884,2025,0.6376811861991882
2022-10-22,DAL,MEM,home,-6.0,-6.5,41,True,9.09,797.2000000000025,0.7686169,0.5591397849462366,0.2094771298029089,2022,0.7686169147491455
2022-10-30,DAL,ORL,home,-9.5,-10.0,9,False,-10.0,787.2000000000025,0.8947368,0.7444794952681388,0.1502573311516915,2022,0.8947368264198303
2022-12-25,DAL,LAL,home,-7.5,-8.0,9,True,9.09,796.2900000000026,0.6376812,0.8009592326139089,0.16327804641472066,2022,0.6376811861991882
2023-01-07,DAL,NOP,home,-9.0,-9.5,10,True,9.09,805.3800000000026,0.74271846,0.5824175824175825,0.16030087575807672,2023,0.7427184581756592
2023-01-30,DAL,DET,home,-10.5,-11.0,6,False,-10.0,795.3800000000026,0.999,0.7019438444924406,0.29705616838216264,2023,0.9990000128746033
2023-03-02,DAL,PHI,home,-2.5,-3.0,7,True,9.09,804.4700000000026,0.6976744,0.4971590909090908,0.20051530274477886,2023,0.6976743936538696
2023-04-05,DAL,SAC,home,-6.5,-7.0,4,False,-10.0,794.4700000000026,0.7686169,0.4694835680751174,0.29913334667402813,2023,0.7686169147491455
2023-11-05,DAL,CHA,home,-11.5,-12.0,6,False,-10.0,784.4700000000026,0.8586956,0.631578947368421,0.22711667889042908,2023,0.8586956262588501
2023-12-20,DAL,LAC,away,1.5,2.0,-9,True,9.09,793.5600000000027,0.27906978,0.5591397849462366,0.28007000364283086,2023,0.7209302186965942
2024-01-03,DAL,POR,home,-11.5,-12.0,29,True,9.09,802.6500000000027,0.8947368,0.7019438444924406,0.1927929819273897,2024,0.8947368264198303
2024-01-09,DAL,MEM,home,-9.5,-10.0,-17,False,-10.0,792.6500000000027,0.6806283,0.4968553459119498,0.18377295380118497,2024,0.6806282997131348
2024-02-12,DAL,WAS,home,-12.5,-13.0,8,False,-10.0,782.6500000000027,0.98717946,0.8009592326139089,0.18622022552741802,2024,0.9871794581413269
2024-03-03,DAL,PHI,home,-7.5,-8.0,-4,False,-10.0,772.6500000000027,0.6806283,0.4971590909090908,0.183469208804044,2024,0.6806282997131348
2024-11-16,DAL,SAS,home,-13.5,-14.0,17,True,9.09,781.7400000000027,0.8586956,0.7019438444924406,0.15675178176640947,2024,0.8586956262588501
2025-01-12,DAL,DEN,away,5.5,6.0,-11,True,9.09,790.8300000000028,0.40669855,0.5671641791044776,0.16046562435022038,2025,0.5933014452457428
2025-01-14,DAL,DEN,away,2.5,3.0,-19,True,9.09,799.9200000000028,0.33466136,0.5196850393700787,0.18502367481471982,2025,0.6653386354446411
2025-02-10,DAL,SAC,away,1.5,2.0,-1,False,-10.0,789.9200000000028,0.35714287,0.5393419170243203,0.18219905136651393,2025,0.6428571343421936
2025-03-31,DAL,BKN,home,-9.5,-10.0,-4,False,-10.0,779.9200000000028,0.81632656,0.5393419170243203,0.276984641565615,2025,0.8163265585899353
2022-10-22,DEN,OKC,home,-9.0,-9.5,5,False,-10.0,769.9200000000028,0.7941176,0.39201451905626133,0.4021031104717843,2022,0.7941176295280457
2022-11-22,DEN,DET,home,-12.0,-12.5,-2,False,-10.0,759.9200000000028,0.93798447,0.7644230769230769,0.1735613896296575,2022,0.9379844665527344
2022-12-18,DEN,CHA,home,-9.0,-9.5,4,False,-10.0,749.9200000000028,0.95238096,0.7644230769230769,0.18795787829619193,2022,0.9523809552192688
2024-01-05,DEN,ORL,home,-9.5,-10.0,-2,False,-10.0,739.9200000000028,0.72019464,0.5393419170243203,0.18085272075110082,2024,0.7201946377754211
2024-02-14,DEN,SAC,home,-5.5,-6.0,-4,False,-10.0,729.9200000000028,0.60234684,0.7644230769230769,0.1620762394024775,2024,0.6023468375205994
2024-05-06,DEN,MIN,away,-7.5,-7.0,-26,True,9.09,739.0100000000028,0.35714287,0.5393419170243203,0.18219905136651393,2024,0.6428571343421936
2024-05-19,DEN,MIN,home,-4.5,-5.0,-8,False,-10.0,729.0100000000028,0.55206287,0.39201451905626133,0.16004835001569911,2024,0.5520628690719604
2024-10-24,DEN,OKC,away,-2.5,-2.0,-15,True,9.09,738.1000000000029,0.0882353,0.4031620553359684,0.3149267590269741,2024,0.9117647036910057
2025-01-07,DEN,BOS,away,10.5,11.0,-12,True,9.09,747.1900000000029,0.35714287,0.6185852981969487,0.26144243253914234,2025,0.6428571343421936
2025-01-08,DEN,LAC,home,3.5,3.0,23,True,9.09,756.2800000000029,0.60234684,0.4031620553359684,0.19918478218463098,2025,0.6023468375205994
2025-01-10,DEN,BKN,home,-14.5,-15.0,19,True,9.09,765.370000000003,0.9875,0.7913043478260869,0.19619566409484201,2025,0.987500011920929
2025-03-12,DEN,MIN,away,-1.5,-1.0,-20,True,9.09,774.460000000003,0.4359431,0.6185852981969487,0.18264220132080433,2025,0.5640569031238556
2022-11-29,DET,NYK,away,4.5,5.0,-30,True,9.09,783.550000000003,0.08695652,0.39201451905626133,0.30505799569743947,2022,0.9130434766411781
2022-12-11,DET,LAL,away,5.0,5.5,-7,True,9.09,792.640000000003,0.20567375,0.47572815533980584,0.27005440112456536,2022,0.7943262457847595
2022-12-16,DET,SAC,away,6.0,6.5,-9,True,9.09,801.7300000000031,0.20567375,0.39201451905626133,0.18634076484102086,2022,0.7943262457847595
2022-12-28,DET,ORL,away,1.0,1.5,20,False,-10.0,791.7300000000031,0.20567375,0.39201451905626133,0.18634076484102086,2022,0.7943262457847595
2023-01-08,DET,PHI,away,5.5,6.0,-12,True,9.09,800.8200000000031,0.0625,0.2540322580645161,0.19153225806451613,2023,0.9375
2023-01-13,DET,NOP,away,5.5,6.0,-6,False,-10.0,790.8200000000031,0.125,0.3319327731092437,0.20693277310924368,2023,0.875
2023-01-23,DET,MIL,away,10.5,11.0,-20,True,9.09,799.9100000000032,0.20567375,0.39201451905626133,0.18634076484102086,2023,0.7943262457847595
2023-02-25,DET,TOR,away,7.5,8.0,-4,False,-10.0,789.9100000000032,0.083333336,0.3319327731092437,0.24859943729238348,2023,0.9166666641831398
2023-03-01,DET,CHI,away,6.5,7.0,-2,False,-10.0,779.9100000000032,0.0882353,0.3508771929824561,0.2626418966734618,2023,0.9117647036910057
2023-03-07,DET,WAS,away,10.5,11.0,-2,False,-10.0,769.9100000000032,0.0882353,0.2540322580645161,0.16579696175552183,2023,0.9117647036910057
2023-03-19,DET,MIA,away,10.5,11.0,-12,True,9.09,779.0000000000032,0.20567375,0.39201451905626133,0.18634076484102086,2023,0.7943262457847595
2023-04-05,DET,BKN,away,11.5,12.0,-15,True,9.09,788.0900000000032,0.0882353,0.2540322580645161,0.16579696175552183,2023,0.9117647036910057
2023-11-05,DET,PHX,away,3.5,4.0,-14,True,9.09,797.1800000000032,0.20567375,0.39201451905626133,0.18634076484102086,2023,0.7943262457847595
2023-11-06,DET,GSW,away,8.5,9.0,-11,True,9.09,806.2700000000033,0.0882353,0.3319327731092437,0.2436974768002494,2023,0.9117647036910057
2023-11-27,DET,WAS,away,-2.5,-2.0,-19,True,9.09,815.3600000000033,0.33891213,0.5393419170243203,0.20042978762215968,2023,0.6610878705978394
2023-12-21,DET,UTA,away,-2.5,-2.0,-8,True,9.09,824.4500000000033,0.20567375,0.39201451905626133,0.18634076484102086,2023,0.7943262457847595
2024-01-24,DET,CHA,home,-2.5,-3.0,7,True,9.09,833.5400000000034,0.60234684,0.2540322580645161,0.34831457945608324,2024,0.6023468375205994
2024-03-11,DET,CHA,home,-4.5,-5.0,17,True,9.09,842.6300000000034,0.6698718,0.38,0.28987180709838867,2024,0.6698718070983887
2024-04-01,DET,MEM,away,-2.5,-2.0,-2,True,9.09,851.7200000000034,0.125,0.3508771929824561,0.22587719298245612,2024,0.875
2024-11-01,DET,NYK,away,6.5,7.0,-30,True,9.09,860.8100000000035,0.20567375,0.39201451905626133,0.18634076484102086,2024,0.7943262457847595
2024-11-18,DET,CHI,away,-4.5,-4.0,-10,True,9.09,869.9000000000035,0.4359431,0.687374749498998,0.2514316526228536,2024,0.5640569031238556
2025-01-03,DET,CHA,home,-7.5,-8.0,4,False,-10.0,859.9000000000035,0.9875,0.7644230769230769,0.22307693499785208,2025,0.987500011920929
2025-01-11,DET,TOR,home,-5.5,-6.0,9,True,9.09,868.9900000000035,0.9875,0.8187919463087249,0.16870806561220408,2025,0.987500011920929
2025-01-31,DET,DAL,home,1.5,1.0,15,True,9.09,878.0800000000036,0.55206287,0.39201451905626133,0.16004835001569911,2025,0.5520628690719604
2025-02-09,DET,CHA,home,-11.5,-12.0,10,False,-10.0,868.0800000000036,0.93798447,0.7644230769230769,0.1735613896296575,2025,0.9379844665527344
2025-02-26,DET,BOS,away,4.5,5.0,20,False,-10.0,858.0800000000036,0.35714287,0.5393419170243203,0.18219905136651393,2025,0.6428571343421936
2025-03-15,DET,OKC,away,4.5,5.0,-6,True,9.09,867.1700000000036,0.4359431,0.2540322580645161,0.18191083881162828,2025,0.5640569031238556
2025-03-28,DET,CLE,away,6.5,7.0,11,False,-10.0,857.1700000000036,0.4359431,0.6185852981969487,0.18264220132080433,2025,0.5640569031238556
2025-04-05,DET,MEM,home,1.5,1.0,-6,False,-10.0,847.1700000000036,0.60234684,0.4031620553359684,0.19918478218463098,2025,0.6023468375205994
2025-04-10,DET,NYK,away,-4.5,-4.0,9,False,-10.0,837.1700000000036,0.41509435,0.687374749498998,0.27228040369096884,2025,0.5849056541919708
2022-11-25,GSW,UTA,away,-8.0,-7.5,11,False,-10.0,827.1700000000036,0.38043478,0.6231884057971014,0.24275362448415894,2022,0.6195652186870575
2022-12-03,GSW,HOU,home,-11.5,-12.0,19,True,9.09,836.2600000000036,0.969697,0.8021201413427562,0.16757685725343519,2022,0.9696969985961914
2022-12-25,GSW,MEM,home,7.0,6.5,14,True,9.09,845.3500000000037,0.6666667,0.36404494382022473,0.30262174271465686,2022,0.6666666865348816
2022-12-27,GSW,CHA,home,-5.0,-5.5,5,False,-10.0,835.3500000000037,0.5722543,0.7575757575757576,0.1853214574582649,2022,0.5722543001174927
2023-01-02,GSW,ATL,home,-1.5,-2.0,2,False,-10.0,825.3500000000037,0.76455027,0.6108108108108108,0.15373945783924414,2023,0.7645502686500549
2023-01-07,GSW,ORL,home,-6.5,-7.0,-14,False,-10.0,815.3500000000037,0.74157304,0.4160583941605839,0.3255146415564266,2023,0.7415730357170105
2023-01-25,GSW,MEM,away,-2.5,-2.0,2,False,-10.0,805.3500000000037,0.24390246,0.6108108108108108,0.36690835107017206,2023,0.7560975402593613
2023-03-03,GSW,NOP,home,-5.5,-6.0,9,True,9.09,814.4400000000037,0.5722543,0.4160583941605839,0.1561959059569088,2023,0.5722543001174927
2023-03-11,GSW,MIL,away,-3.5,-3.0,9,False,-10.0,804.4400000000037,0.15116279,0.36404494382022473,0.21288215554832074,2023,0.848837211728096
2023-03-13,GSW,PHX,away,-4.5,-4.0,11,False,-10.0,794.4400000000037,0.38043478,0.6993865030674846,0.3189517217545421,2023,0.6195652186870575
2023-03-31,GSW,SAS,home,-17.5,-18.0,15,False,-10.0,784.4400000000037,0.999,0.8021201413427562,0.19687987153184705,2023,0.9990000128746033
2023-05-04,GSW,LAL,away,-7.5,-7.0,27,False,-10.0,774.4400000000037,0.27058825,0.5635359116022101,0.29294766263408567,2023,0.7294117510318756
2023-05-10,GSW,LAL,away,-7.5,-7.0,15,False,-10.0,764.4400000000037,0.38043478,0.6108108108108108,0.23037602949786828,2023,0.6195652186870575
2023-11-14,GSW,MIN,away,3.5,4.0,-3,False,-10.0,754.4400000000037,0.38043478,0.7575757575757576,0.37714097626281506,2023,0.6195652186870575
2023-11-16,GSW,OKC,home,3.5,3.0,-19,False,-10.0,744.4400000000037,0.5722543,0.8021201413427562,0.22986584122526355,2023,0.5722543001174927
2023-11-18,GSW,OKC,away,-1.5,-1.0,-7,True,9.09,753.5300000000037,0.4413793,0.6993865030674846,0.2580071943669231,2023,0.5586206912994385
2023-11-20,GSW,HOU,away,-7.5,-7.0,5,True,9.09,762.6200000000038,0.38043478,0.6993865030674846,0.3189517217545421,2023,0.6195652186870575
2023-12-06,GSW,POR,home,-12.5,-13.0,4,False,-10.0,752.6200000000038,0.9942857,0.8021201413427562,0.19216556136262708,2023,0.9942857027053833
2023-12-16,GSW,BKN,away,-3.5,-3.0,4,False,-10.0,742.6200000000038,0.25555557,0.4160583941605839,0.16050282403500404,2023,0.7444444298744202
2023-12-19,GSW,BOS,away,5.5,6.0,6,False,-10.0,732.6200000000038,0.15116279,0.6993865030674846,0.5482237147955806,2023,0.848837211728096
2023-12-23,GSW,POR,home,-8.5,-9.0,20,True,9.09,741.7100000000038,0.9942857,0.7551020408163265,0.23918366188905682,2023,0.9942857027053833
2024-01-10,GSW,NOP,away,2.5,3.0,-36,True,9.09,750.8000000000038,0.27058825,0.7551020408163265,0.4845137918482021,2024,0.7294117510318756
2024-01-27,GSW,LAL,away,-1.5,-1.0,-1,True,9.09,759.8900000000039,0.38043478,0.5635359116022101,0.18310113028926756,2024,0.6195652186870575
2024-02-14,GSW,LAC,home,-3.5,-4.0,-5,False,-10.0,749.8900000000039,0.5722543,0.36404494382022473,0.20820935629726794,2024,0.5722543001174927
2024-02-23,GSW,CHA,home,-12.5,-13.0,13,False,-10.0,739.8900000000039,0.999,0.8021201413427562,0.19687987153184705,2024,0.9990000128746033
2024-02-25,GSW,DEN,home,-0.5,-1.0,-16,False,-10.0,729.8900000000039,0.76455027,0.5416666666666666,0.2228836019833883,2024,0.7645502686500549
2024-03-06,GSW,MIL,away,-2.5,-2.0,35,False,-10.0,719.8900000000039,0.20634921,0.36404494382022473,0.15769573486922833,2024,0.7936507910490036
2024-03-07,GSW,CHI,home,-8.5,-9.0,-3,False,-10.0,709.8900000000039,0.76455027,0.6108108108108108,0.15373945783924414,2024,0.7645502686500549
2024-04-02,GSW,DAL,away,-0.5,0.0,4,False,-10.0,699.8900000000039,0.41666666,0.6231884057971014,0.20652174906454224,2024,0.5833333432674408
